project,model,quant,edgetpu,image,first_inference,average
image_classification,mobilenet_v1_0.75_224,False,False,cat_720p.jpg,0.31651279800280463,0.0171566480002366
image_classification,mobilenet_v1_0.75_224,False,False,hot_dog.jpg,0.31830118400102947,0.0170381478802301
image_classification,mobilenet_v1_0.75_224,False,False,owl.jpg,0.31027201100368984,0.017359692819591144
image_classification,mobilenet_v1_0.75_224,False,False,face.jpg,0.3145230549998814,0.017048781140183565
image_classification,mobilenet_v1_0.75_224,False,False,cat.bmp,0.31556654399901163,0.016974963360116817
image_classification,mobilenet_v1_0.75_224,False,False,parrot.jpg,0.3222386310080765,0.017404006300203036
image_classification,mobilenet_v1_0.75_224,False,False,cat_1080p.jpg,0.31754899201041553,0.017246474899875467
image_classification,mobilenet_v1_0.25_160_quant,True,False,cat_720p.jpg,0.046217423005145974,0.0020485980997909793
image_classification,mobilenet_v1_0.25_160_quant,True,False,hot_dog.jpg,0.02614022299530916,0.002029679320403375
image_classification,mobilenet_v1_0.25_160_quant,True,False,owl.jpg,0.02610230700520333,0.0020413303599343636
image_classification,mobilenet_v1_0.25_160_quant,True,False,face.jpg,0.027722047991119325,0.002211981499858666
image_classification,mobilenet_v1_0.25_160_quant,True,False,cat.bmp,0.025943660992197692,0.002025151200068649
image_classification,mobilenet_v1_0.25_160_quant,True,False,parrot.jpg,0.026192567005637102,0.002059706420113798
image_classification,mobilenet_v1_0.25_160_quant,True,False,cat_1080p.jpg,0.025882671994622797,0.0020576147397514434
image_classification,mobilenet_v1_0.25_160_quant,True,True,cat_720p.jpg,0.02131553299841471,0.00043277835997287186
image_classification,mobilenet_v1_0.25_160_quant,True,True,hot_dog.jpg,0.02000209499965422,0.0004224179603625089
image_classification,mobilenet_v1_0.25_160_quant,True,True,owl.jpg,0.019561364999390207,0.00042377526027848945
image_classification,mobilenet_v1_0.25_160_quant,True,True,face.jpg,0.020016417998704128,0.00042597317980835214
image_classification,mobilenet_v1_0.25_160_quant,True,True,cat.bmp,0.020460168001591228,0.0004208585602464154
image_classification,mobilenet_v1_0.25_160_quant,True,True,parrot.jpg,0.01998152199666947,0.00042550231970380994
image_classification,mobilenet_v1_0.25_160_quant,True,True,cat_1080p.jpg,0.019404906997806393,0.0004269169201143086
image_classification,mobilenet_v1_0.25_192,False,False,cat_720p.jpg,0.04484278599557001,0.0030639121800777503
image_classification,mobilenet_v1_0.25_192,False,False,hot_dog.jpg,0.04700299599790014,0.003023940260172822
image_classification,mobilenet_v1_0.25_192,False,False,owl.jpg,0.04463070300698746,0.0030968403199221938
image_classification,mobilenet_v1_0.25_192,False,False,face.jpg,0.04494945298938546,0.002982953800819814
image_classification,mobilenet_v1_0.25_192,False,False,cat.bmp,0.046502682991558686,0.0030693808998330497
image_classification,mobilenet_v1_0.25_192,False,False,parrot.jpg,0.045199608997791074,0.0029629141197074203
image_classification,mobilenet_v1_0.25_192,False,False,cat_1080p.jpg,0.044464712002081797,0.0029694131202995778
image_classification,squeezenet,False,False,cat_720p.jpg,0.40818293701158836,0.030283208579639904
image_classification,squeezenet,False,False,hot_dog.jpg,0.4120882499992149,0.030305910579918417
image_classification,squeezenet,False,False,owl.jpg,0.4067305899952771,0.029938230120169464
image_classification,squeezenet,False,False,face.jpg,0.41334955098864157,0.03022045937977964
image_classification,squeezenet,False,False,cat.bmp,0.4122459560021525,0.02997895289998269
image_classification,squeezenet,False,False,parrot.jpg,0.404506731996662,0.029906572579930072
image_classification,squeezenet,False,False,cat_1080p.jpg,0.4199560099950759,0.030505175960133784
image_classification,mobilenet_v2_1.0_224_quant,True,False,cat_720p.jpg,0.2760840039991308,0.021744335720140954
image_classification,mobilenet_v2_1.0_224_quant,True,False,hot_dog.jpg,0.27389598099398427,0.02177921801980119
image_classification,mobilenet_v2_1.0_224_quant,True,False,owl.jpg,0.2738283240032615,0.02175367422052659
image_classification,mobilenet_v2_1.0_224_quant,True,False,face.jpg,0.2742038980068173,0.02183525336033199
image_classification,mobilenet_v2_1.0_224_quant,True,False,cat.bmp,0.2782569720002357,0.02209869619982783
image_classification,mobilenet_v2_1.0_224_quant,True,False,parrot.jpg,0.27785978400788736,0.022084928440162913
image_classification,mobilenet_v2_1.0_224_quant,True,False,cat_1080p.jpg,0.27785176200268324,0.02207628147996729
image_classification,mobilenet_v2_1.0_224_quant,True,True,cat_720p.jpg,0.117478916014079,0.0008803879597689957
image_classification,mobilenet_v2_1.0_224_quant,True,True,hot_dog.jpg,0.11948615699657239,0.000884257759898901
image_classification,mobilenet_v2_1.0_224_quant,True,True,owl.jpg,0.1170055310067255,0.0008806108799763024
image_classification,mobilenet_v2_1.0_224_quant,True,True,face.jpg,0.11402339399501216,0.0008791472998564132
image_classification,mobilenet_v2_1.0_224_quant,True,True,cat.bmp,0.11982376000378281,0.000883542119699996
image_classification,mobilenet_v2_1.0_224_quant,True,True,parrot.jpg,0.1162504769890802,0.0008894588000839576
image_classification,mobilenet_v2_1.0_224_quant,True,True,cat_1080p.jpg,0.1189091760024894,0.0008793514998978935
image_classification,mobilenet_v1_1.0_160_quant,True,False,cat_720p.jpg,0.16330341799766757,0.012975009859655984
image_classification,mobilenet_v1_1.0_160_quant,True,False,hot_dog.jpg,0.16330805399047676,0.012980922379647382
image_classification,mobilenet_v1_1.0_160_quant,True,False,owl.jpg,0.16323690699937288,0.01297725147975143
image_classification,mobilenet_v1_1.0_160_quant,True,False,face.jpg,0.1624599799979478,0.01290310767974006
image_classification,mobilenet_v1_1.0_160_quant,True,False,cat.bmp,0.16253695900377352,0.012802333639992867
image_classification,mobilenet_v1_1.0_160_quant,True,False,parrot.jpg,0.16125107198604383,0.012806815939838997
image_classification,mobilenet_v1_1.0_160_quant,True,False,cat_1080p.jpg,0.1609629459999269,0.012796603400202002
image_classification,mobilenet_v1_1.0_160_quant,True,True,cat_720p.jpg,0.12891928499448113,0.0005085908999899403
image_classification,mobilenet_v1_1.0_160_quant,True,True,hot_dog.jpg,0.1278623050020542,0.0005066554600489326
image_classification,mobilenet_v1_1.0_160_quant,True,True,owl.jpg,0.124746886009234,0.0005109564599115402
image_classification,mobilenet_v1_1.0_160_quant,True,True,face.jpg,0.12591610600065906,0.0005099315202096477
image_classification,mobilenet_v1_1.0_160_quant,True,True,cat.bmp,0.12474824000673834,0.0005020835800678469
image_classification,mobilenet_v1_1.0_160_quant,True,True,parrot.jpg,0.12705053300305735,0.0005128471399075352
image_classification,mobilenet_v1_1.0_160_quant,True,True,cat_1080p.jpg,0.12579636499867775,0.0005103866997524164
image_classification,inception_v3_quant,True,False,cat_720p.jpg,2.4918280690035317,0.1982196309004212
image_classification,inception_v3_quant,True,False,hot_dog.jpg,2.492323888000101,0.19831883607956116
image_classification,inception_v3_quant,True,False,owl.jpg,2.4935696040047333,0.19838171423994935
image_classification,inception_v3_quant,True,False,face.jpg,2.4924757890112232,0.19827814339980251
image_classification,inception_v3_quant,True,False,cat.bmp,2.4898829640005715,0.19780087661987636
image_classification,inception_v3_quant,True,False,parrot.jpg,2.4936183179961517,0.1981988520597224
image_classification,inception_v3_quant,True,False,cat_1080p.jpg,2.493376325001009,0.19806449677969795
image_classification,inception_v3_quant,True,True,cat_720p.jpg,0.6697178180038463,0.042174730699625795
image_classification,inception_v3_quant,True,True,hot_dog.jpg,0.6871133520035073,0.04236028568033362
image_classification,inception_v3_quant,True,True,owl.jpg,0.683249435009202,0.04198566607985413
image_classification,inception_v3_quant,True,True,face.jpg,0.6822314069868298,0.04298101794032846
image_classification,inception_v3_quant,True,True,cat.bmp,0.69785537700227,0.041834950619668236
image_classification,inception_v3_quant,True,True,parrot.jpg,0.6650981989951106,0.04299383802019292
image_classification,inception_v3_quant,True,True,cat_1080p.jpg,0.6820262849942083,0.0428815135199693
image_classification,mobilenet_v1_1.0_128_quant,True,False,cat_720p.jpg,0.10769558898755349,0.008542620939842892
image_classification,mobilenet_v1_1.0_128_quant,True,False,hot_dog.jpg,0.10719527500623371,0.008535765700216871
image_classification,mobilenet_v1_1.0_128_quant,True,False,owl.jpg,0.1078789730090648,0.008531108360330109
image_classification,mobilenet_v1_1.0_128_quant,True,False,face.jpg,0.10742063900397625,0.008526805159926881
image_classification,mobilenet_v1_1.0_128_quant,True,False,cat.bmp,0.10770964800030924,0.008506672819785309
image_classification,mobilenet_v1_1.0_128_quant,True,False,parrot.jpg,0.1073524079984054,0.008601799960015342
image_classification,mobilenet_v1_1.0_128_quant,True,False,cat_1080p.jpg,0.10762834499473684,0.008502211279701442
image_classification,mobilenet_v1_1.0_128_quant,True,True,cat_720p.jpg,0.12467289398773573,0.0003371326596243307
image_classification,mobilenet_v1_1.0_128_quant,True,True,hot_dog.jpg,0.12483846700342838,0.00034119515970814973
image_classification,mobilenet_v1_1.0_128_quant,True,True,owl.jpg,0.12668013501388486,0.0003423712000949308
image_classification,mobilenet_v1_1.0_128_quant,True,True,face.jpg,0.12284513100166805,0.00033387950010364874
image_classification,mobilenet_v1_1.0_128_quant,True,True,cat.bmp,0.12573732099554036,0.0003413618003833108
image_classification,mobilenet_v1_1.0_128_quant,True,True,parrot.jpg,0.12557784099772107,0.0003432868199888617
image_classification,mobilenet_v1_1.0_128_quant,True,True,cat_1080p.jpg,0.12452033899899106,0.0003410722402622923
image_classification,mobilenet_v1_0.25_224,False,False,cat_720p.jpg,0.056292715002200566,0.0038779384398367257
image_classification,mobilenet_v1_0.25_224,False,False,hot_dog.jpg,0.05817386299895588,0.003877995700167958
image_classification,mobilenet_v1_0.25_224,False,False,owl.jpg,0.05860089400084689,0.004069012540567201
image_classification,mobilenet_v1_0.25_224,False,False,face.jpg,0.05687932900036685,0.003956299920100719
image_classification,mobilenet_v1_0.25_224,False,False,cat.bmp,0.07461570198938716,0.003967888479819521
image_classification,mobilenet_v1_0.25_224,False,False,parrot.jpg,0.05719818398938514,0.00383356851991266
image_classification,mobilenet_v1_0.25_224,False,False,cat_1080p.jpg,0.057323496002936736,0.003950513399904594
image_classification,mobilenet_v2_1.0_224,False,False,cat_720p.jpg,0.36515589299960993,0.02209389016003115
image_classification,mobilenet_v2_1.0_224,False,False,hot_dog.jpg,0.3757148069998948,0.02181673976010643
image_classification,mobilenet_v2_1.0_224,False,False,owl.jpg,0.37773387000197545,0.02205671175994212
image_classification,mobilenet_v2_1.0_224,False,False,face.jpg,0.3834603310097009,0.02212397110008169
image_classification,mobilenet_v2_1.0_224,False,False,cat.bmp,0.37964516899955925,0.022789416419691406
image_classification,mobilenet_v2_1.0_224,False,False,parrot.jpg,0.3703485439909855,0.021860734139627313
image_classification,mobilenet_v2_1.0_224,False,False,cat_1080p.jpg,0.36754171599750407,0.02252572006022092
